branch,arxiv,task,placeholder,scorer,score
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),shifted_Ek,Yasaman,0
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),r_symbol,Haining,2
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),r_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),r_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),kinetic_symbol,Haining,2
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),kinetic_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),kinetic_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),definition_of_variables,Haining,0(?)
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),definition_of_variables,Will,(TODO)
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),definition_of_variables,Yasaman,0
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),"In addition, a shift of {momentum_shift} in the momentum ${k_symbol}$ for {shifted_Ek}, respectively.",Haining,0
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),"In addition, a shift of {momentum_shift} in the momentum ${k_symbol}$ for {shifted_Ek}, respectively.",Will,(TODO)
"continuum, first-quantized",1208.0116,Define each term in Kinetic Hamiltonian (continuum version),"In addition, a shift of {momentum_shift} in the momentum ${k_symbol}$ for {shifted_Ek}, respectively.",Yasaman,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",real|momentum,Haining,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",real|momentum,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",real|momentum,Yasaman,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",nonint_symbol,Haining,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",nonint_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",nonint_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",kinetic_symbol,Haining,0
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",kinetic_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",kinetic_symbol,Yasaman,0
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",potential_symbol,Haining,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",potential_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",potential_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",$r$|$k$,Haining,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",$r$|$k$,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",$r$|$k$,Yasaman,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",second_nonint_symbol,Haining,0
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",second_nonint_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",second_nonint_symbol,Yasaman,0
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",definition_of_variables,Haining,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",definition_of_variables,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in matrix",definition_of_variables,Yasaman,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",second_nonint_symbol,Haining,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",second_nonint_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",second_nonint_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",matrix_element_symbol,Haining,1
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",matrix_element_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",matrix_element_symbol,Yasaman,1
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",basis_symbol,Haining,0
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",basis_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",basis_symbol,Yasaman,0
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",definition_of_variables,Haining,2
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",definition_of_variables,Will,(TODO)
"continuum, first-quantized",1208.0116,"Convert from single-particle to second-quantized form, return in summation (expand the matrix)",definition_of_variables,Yasaman,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),second_int_symbol,Haining,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),second_int_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),second_int_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),index_of_operator,Haining,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),index_of_operator,Will,(TODO)
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),index_of_operator,Yasaman,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),momentum,Haining,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),momentum,Will,(TODO)
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),momentum,Yasaman,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),interaction,Haining,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),interaction,Will,(TODO)
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),interaction,Yasaman,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),int_form,Haining,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),int_form,Will,(TODO)
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),int_form,Yasaman,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),normalization_factor,Haining,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),normalization_factor,Will,(TODO)
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),normalization_factor,Yasaman,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),op,Haining,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),op,Will,(TODO)
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),op,Yasaman,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),definition_of_variables,Haining,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),definition_of_variables,Will,(TODO)
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),definition_of_variables,Yasaman,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),"For each operator, the total momentum is the sum of moire reciprocal lattice $b_i$ and momentum with in the first BZ $k_i$",Haining,2
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),"For each operator, the total momentum is the sum of moire reciprocal lattice $b_i$ and momentum with in the first BZ $k_i$",Will,(TODO)
"continuum, first-quantized",1208.0116,Construct interaction Hamiltonian (momentum space),"For each operator, the total momentum is the sum of moire reciprocal lattice $b_i$ and momentum with in the first BZ $k_i$",Yasaman,2
"continuum, first-quantized",1208.0116,Wick's theorem,second_int_symbol,Haining,2
"continuum, first-quantized",1208.0116,Wick's theorem,second_int_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,Wick's theorem,second_int_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,Wick's theorem,Hartree_Fock_symbol,Haining,2
"continuum, first-quantized",1208.0116,Wick's theorem,Hartree_Fock_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,Wick's theorem,Hartree_Fock_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,Wick's theorem,definition_of_variables,Haining,2
"continuum, first-quantized",1208.0116,Wick's theorem,definition_of_variables,Will,(TODO)
"continuum, first-quantized",1208.0116,Wick's theorem,definition_of_variables,Yasaman,2
"continuum, first-quantized",1208.0116,Extract quadratic term,Hartree_Fock_term_symbol,Haining,2
"continuum, first-quantized",1208.0116,Extract quadratic term,Hartree_Fock_term_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,Extract quadratic term,Hartree_Fock_term_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,Extract quadratic term,bilinear_op,Haining,2
"continuum, first-quantized",1208.0116,Extract quadratic term,bilinear_op,Will,(TODO)
"continuum, first-quantized",1208.0116,Extract quadratic term,bilinear_op,Yasaman,2
"continuum, first-quantized",1208.0116,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Haining,2
"continuum, first-quantized",1208.0116,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,Extract quadratic term,definition_of_variables,Haining,2
"continuum, first-quantized",1208.0116,Extract quadratic term,definition_of_variables,Will,(TODO)
"continuum, first-quantized",1208.0116,Extract quadratic term,definition_of_variables,Yasaman,2
"continuum, first-quantized",1208.0116,Swap the index to combine Hartree and Fock terms,Hartree_Fock_second_quantized_symbol,Haining,1
"continuum, first-quantized",1208.0116,Swap the index to combine Hartree and Fock terms,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"continuum, first-quantized",1208.0116,Swap the index to combine Hartree and Fock terms,Hartree_Fock_second_quantized_symbol,Yasaman,2
"continuum, first-quantized",1208.0116,Swap the index to combine Hartree and Fock terms,expected_value,Haining,2
"continuum, first-quantized",1208.0116,Swap the index to combine Hartree and Fock terms,expected_value,Will,(TODO)
"continuum, first-quantized",1208.0116,Swap the index to combine Hartree and Fock terms,expected_value,Yasaman,2
"continuum, first-quantized",1208.0116,Swap the index to combine Hartree and Fock terms,expression_Hartree_1,Haining,0
"continuum, first-quantized",1208.0116,Swap the index to combine Hartree and Fock terms,expression_Hartree_1,Will,(TODO)
"continuum, first-quantized",1208.0116,Swap the index to combine Hartree and Fock terms,expression_Hartree_1,Yasaman,0
